golden_id,customer_message,conversation_context,human_intent,human_intent_confidence,human_intent_notes,human_resolution_supported,human_resolution_notes,human_auto_handle,human_auto_handle_notes,human_reply_quality,human_reply_quality_notes,annotation_complete,human_review_notes,ai_uncertainty_flags
G-1025,"@AmazonHelp My order was finally delivered, and I very much appreciate the help I received from Luis A. and Brian (or Bryan?). Thank you, both!","[{""author"": ""293375"", ""text"": ""@115821 and @AmazonHelp - Where is my package??? Your Amazon Logistics driver is lying. S/he is violating mail delivery statutes. #Amazon"", ""timestamp"": ""Wed Oct 11 03:18:13 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@293375 I'm sorry to hear you haven't received the package. Please try these steps, and keep us posted: https://t.co/Qu21lrUAho ^BH"", ""timestamp"": ""Wed Oct 11 03:30:49 +0000 2017""}, {""author"": ""293375"", ""text"": ""@AmazonHelp I have already attempted all of those steps. Your #AmazonFlex drivers are lying about delivery attempts &amp; tampering with mail delivery."", ""timestamp"": ""Wed Oct 11 23:31:28 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@293375 We'd like to investigate this with you. When you have a moment, please fill in your info here: https://t.co/OqMIQB9DMn ^TG"", ""timestamp"": ""Wed Oct 11 23:37:00 +0000 2017""}]",DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1026,"@115850 item not yet received, Order date 26-Nov-2017 Order # 406-8211914-5496311
Tracking #: 350134473493",[],DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1027,"#apptreasurehunt
 @115850 
Give me happiness
Thank you Amazon ☺ https://t.co/UWOx7EpKuj",[],DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1028,After @115817 mucked it @115821 delivers the Elvis; open box &amp; “shake-rattle-roll” broken product guess I’m screwed for weekend.,[],DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1029,@AmazonHelp Your callback service is not working. This is not what I expected from you -.- There's no other way to verbally have a conversation on this,"[{""author"": ""124856"", ""text"": ""@115850 The package that was supposed to be delivered on the 14th but never showed up, so we cancelled the order, suddenly turned up today"", ""timestamp"": ""Tue Oct 31 09:41:26 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@124856 That's odd. We'd like to look into it. Kindly share your details here:  https://t.co/2t6DQoUmNZ we'll get 1/2 ^AP"", ""timestamp"": ""Tue Oct 31 10:01:00 +0000 2017""}]",RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1030,@AmazonHelp Like I need a reason- self confessed bookworm over here 😂🙌🏼 I mainly got it for the backlight as I read at night but don’t want to wake my partner up by putting the light on 📚,"[{""author"": ""148588"", ""text"": ""So I may have just gone a bit nuts with @115830 Black Friday deals and bought a new Kindle Paperwhite + protective case and a Fire TV Stick\ud83d\ude4a bye bye student loan!! \ud83d\ude02"", ""timestamp"": ""Fri Nov 24 13:20:25 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@148588 You do you! \ud83d\ude49\ud83d\ude01 ^DA"", ""timestamp"": ""Fri Nov 24 13:31:54 +0000 2017""}, {""author"": ""148588"", ""text"": ""@AmazonHelp I\u2019m trying to use the excuse that I needed a new kindle anyway \ud83d\ude48\ud83d\udc9b"", ""timestamp"": ""Fri Nov 24 13:53:59 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@148588 We'll back up that statement! Our Paperwhite device gives you plenty of reasons to get lost in a good book. ^MJ"", ""timestamp"": ""Fri Nov 24 14:07:26 +0000 2017""}]",DigitalServices,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1031,@AmazonHelp Non le SAV qui devait me recontacter ne l'a pas fait.,"[{""author"": ""136727"", ""text"": ""Ok... Le SAV d'@120533 contact\u00e9 par Chat qui arr\u00eate de r\u00e9pondre en pleine conversation... D\u00e9cid\u00e9ment pas de bol avec eux en ce moment.\ud83d\ude14"", ""timestamp"": ""Wed Nov 08 12:46:53 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@136727 Merci de nous tenir inform\u00e9 de la situation, nous restons \u00e0 votre disposition en cas de besoin."", ""timestamp"": ""Wed Nov 08 13:03:55 +0000 2017""}, {""author"": ""136727"", ""text"": ""@AmazonHelp Pas de probl\u00e8me. J'attends des nouvelles de votre coll\u00e8gue et de Colis Priv\u00e9 qui doit se renseigner (\u00e7a commence \u00e0 \u00eatre long avec eux)."", ""timestamp"": ""Wed Nov 08 13:06:03 +0000 2017""}, {""author"": ""136727"", ""text"": ""@AmazonHelp Donc j'ai eu une r\u00e9ponse de Colis Priv\u00e9, et comme je m'en doutais ils ne livrent plus dans ma ville. Erreur Amazon selon eux."", ""timestamp"": ""Wed Nov 08 16:41:55 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@136727 Je suis d\u00e9sol\u00e9e d'apprendre cela. Avez-vous re\u00e7u une r\u00e9ponse de la part de notre SAV ? ^SB"", ""timestamp"": ""Wed Nov 08 16:49:01 +0000 2017""}]",DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1032,"https://t.co/V0S2BNxmhi
@AmazonHelp 
I wrote to Amazon asking why an image and such for my paperback isn't showing. This does show on Kindle",[],OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1033,"@AmazonHelp Sì, la data di consegna era ieri. Ed oggi ancora nulla! Sul sito il tracking è rimasto a lunedì 16:20, poi nessun aggiornamento.","[{""author"": ""404401"", ""text"": ""Cara @120540 se affidi i tuoi pacchi #prime a @300933 rischi grosso! Faccio prima ad andare in libreria!"", ""timestamp"": ""Wed Oct 25 12:10:55 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@404401 Ciao Marco, hai riscontrato un ritardo nella consegna del tuo ordine? Qual \u00e8 la data di consegna prevista? ^MZ"", ""timestamp"": ""Wed Oct 25 12:23:17 +0000 2017""}]",DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1034,"@AmazonHelp I just got a $59.99 charge for Amazon Digital Downloads, can you help me understand what that is?",[],DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,"Case involves account security, financial dispute, or explicit escalation request.",4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1035,"@AmazonHelp Thanks. It was made unnecessarily difficult to find cancel option but I’m not surprised. Congrats, you gained squeeze a few months of fees!","[{""author"": ""327456"", ""text"": ""@115830 I keep getting charged for Amazon Prime but when I try to cancel it says I don\u2019t have an account. How can I stop this happening?"", ""timestamp"": ""Fri Oct 20 20:44:21 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@327456 I'm sorry about the unexpected charge! Have you taken a look here: https://t.co/F1XXZG53JF to help locate this charge? ^FR"", ""timestamp"": ""Fri Oct 20 20:48:33 +0000 2017""}]",DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1036,My reaction when Amazon took $99 from my bank account when I was just trying to see the details of 2 day shipping I'm mad https://t.co/u3jn7JSqka,[],WrongItem,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,"Case involves account security, financial dispute, or explicit escalation request.",4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1037,"@AmazonHelp I had my account locked on previous order and provided address and had my account open, this order again same thing.","[{""author"": ""305551"", ""text"": ""@AmazonHelp I had my account locked yesterday and provided the info and got it open. Again, my account is locked"", ""timestamp"": ""Thu Oct 12 03:28:23 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@305551 I'm very sorry for the issues with your account. Have you received an e-mail from our Account Specialist regarding this? ^CL"", ""timestamp"": ""Thu Oct 12 03:32:00 +0000 2017""}]",AccountAndPayment,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1038,@AmazonHelp Not going to read instructions,"[{""author"": ""506083"", ""text"": ""@115821 shipping is a joke. Fourth package they have lost in the last month ! Why leave a package in the open !?"", ""timestamp"": ""Mon Nov 06 04:54:22 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@506083 This isn't the experience we want you to have! Without giving account info, please let us know more about what's going on. ^BH"", ""timestamp"": ""Mon Nov 06 04:59:27 +0000 2017""}]",WrongItem,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1039,@115850 I ordered SanDisk 32GB on 4th October 2017 Order No (407-3595273-8505936) they delayed my ordered No Home visit and order delayed.,[],DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1040,@AmazonHelp Status is “on the way”,"[{""author"": ""807034"", ""text"": ""@AmazonHelp how can I report an undelivered package with no tracking updates or news from the shipping company?"", ""timestamp"": ""Wed Nov 29 20:27:30 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@807034 Greetings! Who is the carrier and what is the current status of your package listed here:  https://t.co/Y5jpI9gRhE ? ^TL"", ""timestamp"": ""Wed Nov 29 20:37:00 +0000 2017""}]",OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1041,"@AmazonHelp Initially amazon sent me a totally wrong item 

I raised a request for exchange, But in exchange, again they sent me wrong item 
First you sent me some other shoes and in exchange you sent me a shoes of different size.

This is really annoying","[{""author"": ""143735"", ""text"": ""@115850 @AmazonHelp shame on your service if you can't deliver a correct item worth Rs.500 in 2 tries\n1stly you sent a wrong item and now you sent a different size in EXCHANGE.\nWorst app to order from..!\n\n#cheaters\n#fraudsters"", ""timestamp"": ""Thu Nov 23 15:10:09 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@143735 That's very unusual. I understand your previous experience with us was unpleasant and we apologize for it. We'd like to make this right for you. Kindly drop your details here: https://t.co/beaaDm0muc and we\u2019ll contact you soon. ^BV"", ""timestamp"": ""Thu Nov 23 15:32:00 +0000 2017""}]",DigitalServices,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1042,@AmazonHelp Update! It’s still not here!!! I doubt it’ll be here by 8 since it hasn’t been shipped yet! And they had a good 4 days to prepare the product to ship! I paid good money for the day one shipping. Amazon please help!! https://t.co/i7WnBMWpP9,"[{""author"": ""201328"", ""text"": "".@115821 why does it say its coming today but hasn\u2019t shipped I also paid for one day shipping which was an extra 10 bucks I\u2019m mad\ud83d\ude20 https://t.co/oByM3rwf8w"", ""timestamp"": ""Tue Oct 24 17:30:37 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@201328 Orders can ship and be delivered within the same day. Please let us know if it has not been delivered by the date shown. ^TH"", ""timestamp"": ""Tue Oct 24 17:40:00 +0000 2017""}]",DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
